id,imagem,url
192,Mozambique.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Mozambique.png
193,Myanmar.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Myanmar.png
194,México.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/México.png
195,Namibia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Namibia.png
196,Nepal.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Nepal.png
197,New Caledonia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/New Caledonia.png
198,New Zeland.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/New Zeland.png
199,Nicaragua.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Nicaragua.png
200,Niger.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Niger.png
201,Nigeria.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Nigeria.png
202,Niue.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Niue.png
203,North Korea.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/North Korea.png
204,North Macedonia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/North Macedonia.png
205,North Vietnam.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/North Vietnam.png
206,northen ireland.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/northen ireland.png
207,Northern Cyprus.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Northern Cyprus.png
208,Northern Mariana Islands.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Northern Mariana Islands.png
209,Noruéga.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Noruéga.png
210,Occitania.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Occitania.png
211,Oman.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Oman.png
212,Orkney.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Orkney.png
213,Padania.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Padania.png
214,Palau.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Palau.png
215,Palestine.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Palestine.png
216,Panama.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Panama.png
217,Panjab.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Panjab.png
218,Papua New Guinea.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Papua New Guinea.png
219,Paraguay.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Paraguay.png
220,Parishes of Jersey.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Parishes of Jersey.png
221,País Basco.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/País Basco.png
222,Peru.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Peru.png
223,Polônia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Polônia.png
224,Portugal.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Portugal.png
225,Provence.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Provence.png
226,Puerto Rico.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Puerto Rico.png
227,Qatar.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Qatar.png
228,Raetia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Raetia.png
229,Republic of St. Pauli.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Republic of St. Pauli.png
230,Republica da Irlanda.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Republica da Irlanda.png
231,Rhodes.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Rhodes.png
232,Romani people.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/Romani people.png
233,romenia.png,https://raw.githubusercontent.com/MSM-Analytics/ProJetos-BI/main/img/bandeiras/romenia.png
